product_name,description,main_category,sub_category,target_group,product_type,features,tags,attributes,price
Doğal Roll-On Deodorant,Günlük kullanım için ferah kokulu alüminyum içermeyen roll-on deodorant.,Kişisel Bakım,Vücut Bakımı,Unisex,Deodorant,"alüminyum içermez,ferah,günlük","deodorant,roll-on,ferah,günlük","{""kullanim"":[""günlük""],""ozellik"":[""alüminyum içermez"",""ferah"",""roll-on""]}",189
Tıraş Sonrası Balsam,Tıraş sonrası cildi yatıştıran nemlendirici erkek bakım balsamı.,Kişisel Bakım,Erkek Bakımı,Erkek,Tıraş Balsamı,"yatıştırıcı,nemlendirici,hassas","tıraş sonrası,balsam,erkek bakım,hassas","{""kullanim"":[""tıraş sonrası""],""cilt_tipi"":[""hassas"",""normal""],""problem"":[""tahriş""],""ozellik"":[""yatıştırıcı"",""nemlendirici"",""hassas""]}",249
Argan Sakal Bakım Yağı,Argan destekli formülüyle sakalı yumuşatan ve parlak görünüm sağlayan besleyici bakım yağı.,Kişisel Bakım,Erkek Bakımı,Erkek,Sakal Yağı,"besleyici,yumuşatıcı,parlaklık","sakal yağı,erkek bakım,sakal,besleyici","{""kullanim"":[""günlük""],""problem"":[""sert sakal"",""kuruluk""],""ozellik"":[""besleyici"",""yumuşatıcı"",""parlaklık""]}",299
Makyaj Temizleme Balmı,Yoğun makyajı nazikçe çıkaran eriyen dokulu temizleme balmı.,Kişisel Bakım,Cilt Bakımı,Kadın,Temizleyici,"makyaj temizleyici,nazik,yoğun","makyaj temizleme,balm,cilt temizliği,nazik","{""kullanim"":[""makyaj temizleme""],""cilt_tipi"":[""tüm cilt tipleri""],""ozellik"":[""makyaj temizleyici"",""nazik"",""yoğun""]}",349
Pişik Kremi Çinko Oksitli,Bebeklerde pişik oluşumuna karşı bariyer etkisi sağlayan çinko oksitli krem.,Anne & Bebek,Bakım,Bebek,Pişik Kremi,"pişik karşıtı,çinko oksit,bariyer","pişik kremi,bebek,çinko,bez bölgesi","{""kullanim"":[""bez bölgesi"",""pişik bakımı""],""problem"":[""pişik""],""ozellik"":[""pişik karşıtı"",""çinko oksit"",""bariyer""]}",229
Pişik Kremi Hassas Cilt,Hassas bebek cildi için parfümsüz pişik bakım kremi.,Anne & Bebek,Bakım,Bebek,Pişik Kremi,"hassas cilt,parfümsüz,pişik karşıtı","pişik kremi,hassas bebek,bebek bakımı","{""kullanim"":[""bez bölgesi""],""problem"":[""pişik"",""hassas cilt""],""ozellik"":[""hassas cilt"",""parfümsüz"",""pişik karşıtı""]}",249
Bebek Nemlendirici Krem,Bebek cildinin günlük nem ihtiyacı için hafif yapılı bakım kremi.,Anne & Bebek,Bakım,Bebek,Bebek Nemlendirici Krem,"nemlendirici,hafif,bebek cildi","bebek kremi,nemlendirici,bebek bakımı","{""kullanim"":[""günlük bakım""],""problem"":[""kuruluk""],""ozellik"":[""nemlendirici"",""hafif"",""bebek cildi""]}",199
Bebek Nemlendirici Losyon,Banyo sonrası bebek cildini nemlendiren hafif vücut losyonu.,Anne & Bebek,Bakım,Bebek,Bebek Nemlendirici Losyon,"banyo sonrası,nemlendirici,hafif","bebek losyonu,nem,banyo sonrası","{""kullanim"":[""banyo sonrası""],""problem"":[""kuruluk""],""ozellik"":[""nemlendirici"",""hafif"",""bebek cildi""]}",219
Bebek Şampuanı Göz Yakmayan,Bebek saç ve saç derisi için göz yakmayan nazik temizleyici şampuan.,Anne & Bebek,Bakım,Bebek,Bebek Şampuanı,"göz yakmayan,nazik,bebek saçı","bebek şampuanı,göz yakmayan,banyo","{""kullanim"":[""banyo"",""saç temizliği""],""problem"":[""hassas cilt""],""ozellik"":[""göz yakmayan"",""nazik"",""bebek dostu""]}",189
Bebek Şampuanı Hassas Cilt,Hassas bebek cildi için parfümsüz ve nazik formüllü şampuan.,Anne & Bebek,Bakım,Bebek,Bebek Şampuanı,"hassas cilt,parfümsüz,nazik","bebek şampuanı,hassas cilt,parfümsüz","{""kullanim"":[""banyo"",""saç temizliği""],""problem"":[""hassas cilt""],""ozellik"":[""hassas cilt"",""parfümsüz"",""nazik""]}",209
Bebek Islak Mendil Hassas,Hassas bebek cildi için alkolsüz ve parfümsüz ıslak mendil.,Anne & Bebek,Bakım,Bebek,Bebek Islak Mendil,"alkolsüz,parfümsüz,hassas","bebek ıslak mendil,hassas,bez değişimi","{""kullanim"":[""bez değişimi"",""temizlik""],""ozellik"":[""alkolsüz"",""parfümsüz"",""hassas cilt""]}",119
Bebek Islak Mendil Su Bazlı,Su bazlı formülüyle günlük bebek temizliği için ıslak mendil.,Anne & Bebek,Bakım,Bebek,Bebek Islak Mendil,"su bazlı,yumuşak,günlük","ıslak mendil,bebek,su bazlı,temizlik","{""kullanim"":[""bez değişimi"",""günlük temizlik""],""ozellik"":[""su bazlı"",""yumuşak"",""günlük""]}",109
Bebek Güneş Kremi SPF50,Bebekler için yüksek korumalı hassas cilt uyumlu güneş kremi.,Anne & Bebek,Bakım,Bebek,Bebek Güneş Kremi,"SPF50,hassas cilt,yüksek koruma","bebek güneş kremi,spf50,yaz,hassas","{""kullanim"":[""güneş koruma""],""mevsim"":[""yaz""],""ozellik"":[""SPF50"",""hassas cilt"",""yüksek koruma""]}",349
Bebek Vücut Yağı,Bebek masajı ve cilt nemi için yumuşak dokulu bakım yağı.,Anne & Bebek,Bakım,Bebek,Bebek Yağı,"masaj,nemlendirici,yumuşak","bebek yağı,masaj,nem,bebek bakımı","{""kullanim"":[""masaj"",""günlük bakım""],""problem"":[""kuruluk""],""ozellik"":[""nemlendirici"",""yumuşak"",""bebek cildi""]}",179
Bebek Alt Açma Örtüsü,Bez değişimi sırasında hijyen sağlayan tek kullanımlık alt açma örtüsü.,Anne & Bebek,Bakım,Bebek,Alt Açma Örtüsü,"hijyenik,tek kullanımlık,pratik","alt açma örtüsü,bebek,bez değişimi,hijyen","{""kullanim"":[""bez değişimi""],""ozellik"":[""hijyenik"",""tek kullanımlık"",""pratik""]}",149
Bebek Burun Aspiratörü,Bebeklerde burun temizliği için yumuşak uçlu pratik aspiratör.,Anne & Bebek,Bakım,Bebek,Burun Aspiratörü,"yumuşak uç,pratik,bebek","burun aspiratörü,bebek bakımı,temizlik","{""kullanim"":[""burun temizliği""],""ozellik"":[""yumuşak uç"",""pratik"",""bebek dostu""]}",199
Bebek Ateş Ölçer Temassız,Bebeklerin ateşini hızlı ölçmek için temassız dijital ateş ölçer.,Anne & Bebek,Güvenlik,Bebek,Ateş Ölçer,"temassız,dijital,hızlı","bebek ateş ölçer,temassız,sağlık,dijital","{""kullanim"":[""ateş ölçme""],""ozellik"":[""temassız"",""dijital"",""hızlı""]}",699
Bebek Uyku Tulumu Yazlık,Yaz gecelerinde bebeklerin rahat uyuması için hafif uyku tulumu.,Anne & Bebek,Uyku,Bebek,Bebek Uyku Tulumu,"hafif,yazlık,rahat","bebek uyku tulumu,yaz,uyku,hafif","{""kullanim"":[""uyku""],""mevsim"":[""yaz""],""ozellik"":[""hafif"",""yazlık"",""rahat""]}",499
Bebek Uyku Tulumu Kışlık,Soğuk gecelerde bebekleri sıcak tutan kalın uyku tulumu.,Anne & Bebek,Uyku,Bebek,Bebek Uyku Tulumu,"sıcak,kışlık,güvenli","bebek uyku tulumu,kış,sıcak,uyku","{""kullanim"":[""uyku""],""mevsim"":[""kış""],""ozellik"":[""sıcak tutan"",""kışlık"",""güvenli""]}",699
Bebek Emzik Ortodontik,Ortodontik yapılı silikon bebek emziği.,Anne & Bebek,Besleme,Bebek,Emzik,"ortodontik,silikon,güvenli","emzik,bebek,ortodontik,silikon","{""kullanim"":[""rahatlatma""],""malzeme"":[""silikon""],""ozellik"":[""ortodontik"",""güvenli"",""bebek dostu""]}",129
Bebek Mama Önlüğü Silikon,Mama sırasında kıyafetleri koruyan cepli silikon bebek önlüğü.,Anne & Bebek,Besleme,Bebek,Mama Önlüğü,"silikon,cepli,kolay temizlenir","mama önlüğü,bebek,silikon,beslenme","{""kullanim"":[""beslenme""],""malzeme"":[""silikon""],""ozellik"":[""cepli"",""kolay temizlenir"",""su geçirmez""]}",159
Bebek Mama Kaşığı Isıya Duyarlı Plus,Bebek beslenmesi için ısıya duyarlı yumuşak uçlu mama kaşığı.,Anne & Bebek,Besleme,Bebek,Mama Kaşığı,"ısıya duyarlı,yumuşak uç,güvenli","mama kaşığı,bebek,beslenme,ısıya duyarlı","{""kullanim"":[""beslenme""],""ozellik"":[""ısıya duyarlı"",""yumuşak uç"",""güvenli""]}",99
Bebek Diş Kaşıyıcı Soğutmalı,Diş çıkarma döneminde rahatlama sağlayan soğutmalı diş kaşıyıcı.,Anne & Bebek,Bakım,Bebek,Diş Kaşıyıcı,"soğutmalı,rahatlatıcı,güvenli","diş kaşıyıcı,bebek,diş çıkarma,rahatlama","{""kullanim"":[""diş çıkarma""],""problem"":[""diş kaşıntısı""],""ozellik"":[""soğutmalı"",""rahatlatıcı"",""güvenli""]}",149
Bebek Tırnak Makası Güvenli,Bebek tırnak bakımı için yuvarlak uçlu güvenli tırnak makası.,Anne & Bebek,Bakım,Bebek,Bebek Tırnak Makası,"yuvarlak uç,güvenli,bebek","bebek tırnak makası,bakım,güvenli","{""kullanim"":[""tırnak bakımı""],""ozellik"":[""yuvarlak uç"",""güvenli"",""bebek dostu""]}",109
Bebek Oyun Halısı Plus,Bebeklerin yerde güvenli vakit geçirmesi için yumuşak oyun halısı.,Anne & Bebek,Oyuncak,Bebek,Oyun Halısı,"yumuşak,renkli,güvenli","bebek oyun halısı,oyun,yumuşak,bebek","{""kullanim"":[""oyun"",""emekleme""],""ozellik"":[""yumuşak"",""renkli"",""güvenli""]}",899
Bebek Sesli Oyuncak,Bebeklerin duyusal gelişimini destekleyen yumuşak sesli oyuncak.,Anne & Bebek,Oyuncak,Bebek,Sesli Oyuncak,"sesli,yumuşak,geliştirici","bebek oyuncak,sesli,duyusal,oyun","{""kullanim"":[""oyun"",""duyusal gelişim""],""ozellik"":[""sesli"",""yumuşak"",""geliştirici""]}",249
Anne Süt Saklama Poşeti,Anne sütünü hijyenik şekilde saklamak için sızdırmaz süt saklama poşeti.,Anne & Bebek,Besleme,Kadın,Süt Saklama Poşeti,"sızdırmaz,hijyenik,ölçekli","süt saklama,anne sütü,bebek besleme,poşet","{""kullanim"":[""süt saklama""],""ozellik"":[""sızdırmaz"",""hijyenik"",""ölçekli""]}",179
Bebek Banyo Termometresi,Banyo suyunun sıcaklığını güvenli ölçmek için dijital bebek termometresi.,Anne & Bebek,Bakım,Bebek,Banyo Termometresi,"dijital,güvenli,su sıcaklığı","bebek banyo,termometre,güvenli,sıcaklık","{""kullanim"":[""banyo""],""ozellik"":[""dijital"",""güvenli"",""su sıcaklığı ölçme""]}",199
Bebek Güvenlik Kilidi Seti,Dolap ve çekmeceler için bebek güvenlik kilidi seti.,Anne & Bebek,Güvenlik,Bebek,Güvenlik Kilidi,"kilitli,güvenlik,kolay kurulum","bebek güvenlik,dolap kilidi,çekmece kilidi","{""kullanim"":[""ev güvenliği""],""ozellik"":[""kilitli"",""kolay kurulum"",""bebek koruma""]}",249
Araç Şarj Cihazı Type-C Hızlı,Araç içinde Type-C destekli hızlı telefon şarj cihazı.,Otomotiv,Elektronik,Unisex,Araç Şarj Cihazı,"type-c,hızlı şarj,kompakt","araç şarj,type-c,telefon,hızlı şarj","{""kullanim"":[""telefon şarjı"",""araç""],""baglanti"":[""Type-C""],""ozellik"":[""hızlı şarj"",""kompakt"",""araç içi""]}",349
Araç Şarj Cihazı Çift USB,Araç yolculuklarında iki cihazı aynı anda şarj eden çift USB adaptör.,Otomotiv,Elektronik,Unisex,Araç Şarj Cihazı,"çift USB,hızlı şarj,kompakt","araç şarj,çift usb,telefon,yolculuk","{""kullanim"":[""telefon şarjı"",""araç""],""port_sayisi"":[""2 USB""],""ozellik"":[""hızlı şarj"",""kompakt"",""çift port""]}",299
Araç Şarj Cihazı PD 30W,Power Delivery destekli 30W hızlı araç şarj cihazı.,Otomotiv,Elektronik,Unisex,Araç Şarj Cihazı,"PD 30W,hızlı şarj,type-c","araç şarj,PD,30W,telefon","{""kullanim"":[""telefon şarjı"",""araç""],""guc"":[""30W""],""ozellik"":[""PD hızlı şarj"",""Type-C"",""kompakt""]}",499
Araç İçi Telefon Tutucu Manyetik,Navigasyon kullanımı için manyetik araç içi telefon tutucu.,Otomotiv,Aksesuar,Unisex,Araç Telefon Tutucu,"manyetik,ayarlanabilir,güvenli","araç telefon tutucu,manyetik,navigasyon,telefon","{""kullanim"":[""navigasyon"",""telefon sabitleme""],""ozellik"":[""manyetik"",""ayarlanabilir"",""güvenli""]}",249
Araç İçi Telefon Tutucu Vakumlu Plus,Ön cama sabitlenen güçlü vakumlu araç içi telefon tutucu.,Otomotiv,Aksesuar,Unisex,Araç Telefon Tutucu,"vakumlu,360 derece,güçlü tutuş","telefon tutucu,araç,vakumlu,navigasyon","{""kullanim"":[""navigasyon"",""telefon sabitleme""],""ozellik"":[""vakumlu"",""360 derece"",""güçlü tutuş""]}",299
Araç Izgara Telefon Tutucu,Klima ızgarasına takılan kompakt araç telefon tutucu.,Otomotiv,Aksesuar,Unisex,Araç Telefon Tutucu,"ızgara tipi,kompakt,pratik","araç telefon tutucu,ızgara,kompakt,telefon","{""kullanim"":[""telefon sabitleme""],""ozellik"":[""ızgara tipi"",""kompakt"",""pratik""]}",199
Araç Süpürgesi Islak Kuru,Araç içi toz ve sıvı kirler için ıslak kuru araç süpürgesi.,Otomotiv,Temizlik,Unisex,Araç Süpürgesi,"ıslak kuru,güçlü emiş,taşınabilir","araç süpürgesi,ıslak kuru,temizlik,oto","{""kullanim"":[""araç temizliği""],""ozellik"":[""ıslak kuru"",""güçlü emiş"",""taşınabilir""]}",1199
Araç Süpürgesi Mini Şarjlı,Koltuk aralarını temizlemek için mini şarjlı araç süpürgesi.,Otomotiv,Temizlik,Unisex,Araç Süpürgesi,"mini,şarjlı,pratik","araç süpürgesi,mini,şarjlı,koltuk arası","{""kullanim"":[""araç temizliği""],""ozellik"":[""mini"",""şarjlı"",""pratik""]}",799
Araç İçi Organizer Koltuk Arkası Plus,Koltuk arkasında eşya düzeni sağlayan çok bölmeli araç organizer.,Otomotiv,Aksesuar,Unisex,Araç İçi Organizer,"çok bölmeli,koltuk arkası,düzenleyici","araç organizer,koltuk arkası,düzen,seyahat","{""kullanim"":[""araç içi düzen"",""seyahat""],""ozellik"":[""çok bölmeli"",""koltuk arkası"",""düzenleyici""]}",399
Araç Bagaj Organizer Katlanır,Bagajda eşya düzeni sağlayan katlanabilir araç organizer.,Otomotiv,Aksesuar,Unisex,Araç İçi Organizer,"katlanır,geniş hacim,bagaj","bagaj organizer,araç düzen,katlanır,oto","{""kullanim"":[""bagaj düzeni""],""ozellik"":[""katlanır"",""geniş hacim"",""bagaj""]}",499
Araç Koltuk Arası Organizer,Telefon ve küçük eşyalar için koltuk arası organizer.,Otomotiv,Aksesuar,Unisex,Araç İçi Organizer,"kompakt,koltuk arası,pratik","koltuk arası organizer,araç,telefon,düzen","{""kullanim"":[""araç içi düzen""],""ozellik"":[""kompakt"",""koltuk arası"",""pratik""]}",249
Araç Cam Temizleme Seti,Ön ve yan camlar için mikrofiber bezli araç cam temizleme seti.,Otomotiv,Temizlik,Unisex,Cam Temizleme Seti,"mikrofiber,iz bırakmaz,pratik","araç cam temizleme,mikrofiber,cam,temizlik","{""kullanim"":[""cam temizliği""],""ozellik"":[""mikrofiber"",""iz bırakmaz"",""pratik""]}",199
Araç Klima Temizleme Spreyi,Araç klima kanallarındaki kötü kokuları azaltan temizlik spreyi.,Otomotiv,Temizlik,Unisex,Klima Temizleme Spreyi,"koku giderici,pratik,hijyen","klima temizleme,araç,koku giderici,hijyen","{""kullanim"":[""klima temizliği""],""problem"":[""kötü koku""],""ozellik"":[""koku giderici"",""pratik"",""hijyen""]}",249
Araç İlk Yardım Çantası Plus,Araçta acil durumlar için temel malzemeler içeren ilk yardım çantası.,Otomotiv,Güvenlik,Unisex,Araç İlk Yardım Çantası,"acil durum,temel set,taşınabilir","araç ilk yardım,acil,güvenlik,trafik","{""kullanim"":[""acil durum"",""trafik güvenliği""],""ozellik"":[""temel set"",""taşınabilir"",""güvenlik""]}",399
Araç Reflektör Seti,Yol kenarı acil durumları için üçgen reflektör seti.,Otomotiv,Güvenlik,Unisex,Reflektör Seti,"reflektör,acil durum,görünürlük","reflektör,araç güvenlik,acil,trafik","{""kullanim"":[""acil durum"",""trafik güvenliği""],""ozellik"":[""reflektör"",""görünürlük"",""taşınabilir""]}",199
Araç Kamera Ön Arka,Sürüş kayıtları için ön ve arka kameralı araç içi kamera sistemi.,Otomotiv,Elektronik,Unisex,Araç Kamerası,"ön arka kamera,gece görüş,kayıt","araç kamera,dashcam,sürüş kayıt,güvenlik","{""kullanim"":[""sürüş kayıt"",""güvenlik""],""ozellik"":[""ön arka kamera"",""gece görüş"",""kayıt""]}",1899
Park Sensörü Seti,Araç park manevraları için sesli uyarılı park sensörü seti.,Otomotiv,Elektronik,Unisex,Park Sensörü,"sesli uyarı,park desteği,set","park sensörü,araç,park desteği,güvenlik","{""kullanim"":[""park desteği""],""ozellik"":[""sesli uyarı"",""set"",""güvenli""]}",999
Araç Bluetooth FM Transmitter,Bluetooth olmayan araçlarda müzik ve telefon görüşmesi sağlayan FM transmitter.,Otomotiv,Elektronik,Unisex,FM Transmitter,"bluetooth,FM,telefon görüşmesi","fm transmitter,araç bluetooth,müzik,telefon","{""kullanim"":[""müzik"",""telefon görüşmesi""],""baglanti"":[""bluetooth"",""FM""],""ozellik"":[""bluetooth"",""kompakt"",""araç içi""]}",349
Araç Koltuk Kılıfı Siyah,Koltukları koruyan siyah renkli dayanıklı araç koltuk kılıfı.,Otomotiv,Aksesuar,Unisex,Koltuk Kılıfı,"dayanıklı,koruyucu,siyah","koltuk kılıfı,araç,koruma,siyah","{""kullanim"":[""koltuk koruma""],""ozellik"":[""dayanıklı"",""koruyucu"",""kolay temizlik""]}",899
Araç Direksiyon Kılıfı Deri,Direksiyon tutuşunu artıran deri görünümlü araç direksiyon kılıfı.,Otomotiv,Aksesuar,Unisex,Direksiyon Kılıfı,"deri görünüm,kaymaz,rahat tutuş","direksiyon kılıfı,araç,kaymaz,deri","{""kullanim"":[""direksiyon koruma""],""malzeme"":[""suni deri""],""ozellik"":[""kaymaz"",""rahat tutuş"",""dayanıklı""]}",299
Araç Tavan Bagaj Filesi,Araç içinde tavan bölgesinde hafif eşya taşıma için bagaj filesi.,Otomotiv,Aksesuar,Unisex,Araç Organizer,"fileli,hafif eşya,düzen","araç file,tavan bagaj,organizer,düzen","{""kullanim"":[""araç içi düzen""],""ozellik"":[""fileli"",""hafif eşya"",""pratik""]}",249
Araç Yıkama Eldiveni Mikrofiber,Araç dış yüzeyi çizmeden yıkamak için mikrofiber yıkama eldiveni.,Otomotiv,Temizlik,Unisex,Yıkama Eldiveni,"mikrofiber,çizmez,yumuşak","araç yıkama,mikrofiber,oto bakım,temizlik","{""kullanim"":[""araç yıkama""],""ozellik"":[""mikrofiber"",""çizmez"",""yumuşak""]}",149
Lastik Parlatıcı Sprey Plus,Araç lastiklerine parlak görünüm sağlayan bakım spreyi.,Otomotiv,Bakım,Unisex,Lastik Parlatıcı,"parlatıcı,koruyucu,sprey","lastik parlatıcı,oto bakım,sprey,araç","{""kullanim"":[""lastik bakımı""],""ozellik"":[""parlatıcı"",""koruyucu"",""sprey""]}",199
Silecek Takımı Universal,Yağmurlu havalarda net görüş sağlayan universal silecek takımı.,Otomotiv,Bakım,Unisex,Silecek Takımı,"universal,yağmur,net görüş","silecek,yağmur,araç bakım,cam","{""kullanim"":[""cam temizliği"",""yağmur""],""ortam"":[""yağmur""],""ozellik"":[""universal"",""net görüş"",""dayanıklı""]}",349
Araç Çöp Kovası Kapaklı,Araç içinde küçük atıklar için kapaklı kompakt çöp kovası.,Otomotiv,Aksesuar,Unisex,Araç Çöp Kovası,"kapaklı,kompakt,sızdırmaz","araç çöp kovası,oto düzen,seyahat,temizlik","{""kullanim"":[""araç içi temizlik""],""ozellik"":[""kapaklı"",""kompakt"",""sızdırmaz""]}",199
Yoga Matı Kalın 10mm,Diz ve eklem konforu için kalın yapılı kaymaz yoga matı.,Spor,Yoga,Unisex,Yoga Matı,"kalın,kaymaz,rahat","yoga matı,kalın,kaymaz,pilates","{""kullanim"":[""yoga"",""pilates""],""ortam"":[""ev"",""spor salonu""],""ozellik"":[""kalın"",""kaymaz"",""rahat""]}",649
Yoga Matı Katlanabilir,Taşıması kolay katlanabilir hafif yoga ve egzersiz matı.,Spor,Yoga,Unisex,Yoga Matı,"katlanabilir,hafif,kaymaz","yoga matı,katlanabilir,taşınabilir,egzersiz","{""kullanim"":[""yoga"",""egzersiz""],""ortam"":[""ev"",""spor salonu""],""ozellik"":[""katlanabilir"",""hafif"",""kaymaz""]}",499
Yoga Matı Doğal Kauçuk,Doğal kauçuk yüzeyli dayanıklı ve kaymaz yoga matı.,Spor,Yoga,Unisex,Yoga Matı,"doğal kauçuk,kaymaz,dayanıklı","yoga matı,doğal kauçuk,kaymaz,yoga","{""kullanim"":[""yoga""],""malzeme"":[""doğal kauçuk""],""ozellik"":[""kaymaz"",""dayanıklı"",""doğal""]}",899
Pilates Matı Ekstra Kalın,Pilates hareketleri için ekstra kalın ve yumuşak spor matı.,Spor,Egzersiz,Unisex,Pilates Matı,"ekstra kalın,yumuşak,kaymaz","pilates matı,kalın,egzersiz,spor","{""kullanim"":[""pilates"",""egzersiz""],""ortam"":[""ev"",""spor salonu""],""ozellik"":[""ekstra kalın"",""yumuşak"",""kaymaz""]}",599
Pilates Matı Taşıma Askılı,Taşıma askısı bulunan hafif ve kaymaz pilates matı.,Spor,Egzersiz,Unisex,Pilates Matı,"taşıma askılı,hafif,kaymaz","pilates matı,taşıma askısı,spor,ev","{""kullanim"":[""pilates"",""egzersiz""],""ozellik"":[""taşıma askılı"",""hafif"",""kaymaz""]}",549
Direnç Bandı Mini Set,Kalça ve bacak egzersizleri için mini direnç bandı seti.,Spor,Fitness,Unisex,Direnç Bandı,"mini set,farklı direnç,esnek","direnç bandı,fitness,kalça,egzersiz","{""kullanim"":[""fitness"",""kalça egzersizi""],""ozellik"":[""mini set"",""farklı direnç"",""esnek""]}",249
Direnç Bandı Kapı Aparatlı,Evde tüm vücut egzersizi için kapı aparatlı direnç bandı seti.,Spor,Fitness,Unisex,Direnç Bandı,"kapı aparatlı,set,çok yönlü","direnç bandı,evde spor,fitness,set","{""kullanim"":[""fitness"",""evde spor""],""ortam"":[""ev""],""ozellik"":[""kapı aparatlı"",""set"",""çok yönlü""]}",399
Dambıl Seti Ayarlanabilir 20 kg,Evde güç antrenmanı için ayarlanabilir 20 kg dambıl seti.,Spor,Fitness,Unisex,Dambıl Seti,"ayarlanabilir,20 kg,ev kullanımı","dambıl seti,fitness,evde spor,20 kg","{""kullanim"":[""fitness"",""güç antrenmanı""],""agirlik"":[""20 kg""],""ozellik"":[""ayarlanabilir"",""ev kullanımı"",""dayanıklı""]}",2199
Dambıl Seti Kauçuk 10 kg,Kauçuk kaplamalı iki parçalı 10 kg dambıl seti.,Spor,Fitness,Unisex,Dambıl Seti,"kauçuk kaplama,10 kg,dayanıklı","dambıl,kauçuk,10 kg,fitness","{""kullanim"":[""fitness"",""güç antrenmanı""],""agirlik"":[""10 kg""],""malzeme"":[""kauçuk kaplama""],""ozellik"":[""dayanıklı"",""ev kullanımı""]}",1099
Kettlebell 8 kg,Fonksiyonel antrenmanlar için kompakt 8 kg kettlebell.,Spor,Fitness,Unisex,Kettlebell,"8 kg,kompakt,dayanıklı","kettlebell,8 kg,fitness,güç","{""kullanim"":[""fitness"",""fonksiyonel antrenman""],""agirlik"":[""8 kg""],""ozellik"":[""kompakt"",""dayanıklı"",""güç""]}",599
Kettlebell 12 kg,Güç ve kondisyon antrenmanları için 12 kg kettlebell.,Spor,Fitness,Unisex,Kettlebell,"12 kg,güç,dayanıklı","kettlebell,12 kg,fitness,antrenman","{""kullanim"":[""fitness"",""güç antrenmanı""],""agirlik"":[""12 kg""],""ozellik"":[""dayanıklı"",""güç"",""denge""]}",749
Atlama İpi Dijital Sayaçlı,Cardio egzersizleri için dijital sayaçlı hızlı atlama ipi.,Spor,Fitness,Unisex,Atlama İpi,"dijital sayaç,hızlı,ayarlanabilir","atlama ipi,cardio,dijital,spor","{""kullanim"":[""cardio"",""fitness""],""ozellik"":[""dijital sayaç"",""hızlı"",""ayarlanabilir""]}",299
Barfiks Demiri Kapı Arası,Evde üst vücut çalışması için kapı arasına takılan barfiks demiri.,Spor,Fitness,Unisex,Barfiks Demiri,"kapı arası,dayanıklı,ev kullanımı","barfiks,evde spor,üst vücut,fitness","{""kullanim"":[""üst vücut"",""fitness""],""ortam"":[""ev""],""ozellik"":[""kapı arası"",""dayanıklı"",""ev kullanımı""]}",499
Şınav Standı Kaymaz,Bilek konforu sağlayan kaymaz tabanlı şınav standı.,Spor,Fitness,Unisex,Şınav Standı,"kaymaz,ergonomik,kompakt","şınav standı,fitness,evde spor,kaymaz","{""kullanim"":[""şınav"",""fitness""],""ozellik"":[""kaymaz"",""ergonomik"",""kompakt""]}",249
Koşu Telefon Kol Bandı,Koşu sırasında telefonu güvenli taşımak için ayarlanabilir kol bandı.,Spor,Koşu,Unisex,Koşu Kol Bandı,"ayarlanabilir,telefon bölmeli,ter dayanıklı","koşu kol bandı,telefon,spor,koşu","{""kullanim"":[""koşu"",""telefon taşıma""],""ozellik"":[""ayarlanabilir"",""telefon bölmeli"",""ter dayanıklı""]}",199
Koşu Reflektörlü Yelek,Gece koşularında görünürlüğü artıran hafif reflektörlü yelek.,Spor,Koşu,Unisex,Koşu Yeleği,"reflektörlü,hafif,gece","koşu yeleği,reflektör,gece koşusu,güvenlik","{""kullanim"":[""koşu""],""ortam"":[""gece"",""dış mekan""],""ozellik"":[""reflektörlü"",""hafif"",""görünürlük""]}",349
Sporcu Su Matarası 2L,Yoğun antrenmanlar için büyük hacimli 2 litrelik spor matara.,Spor,Aksesuar,Unisex,Sporcu Matarası,"2 litre,sızdırmaz,büyük hacim","spor matara,2 litre,su şişesi,fitness","{""kullanim"":[""spor"",""su taşıma""],""kapasite"":[""2 litre""],""ozellik"":[""sızdırmaz"",""büyük hacim"",""BPA içermez""]}",399
Fitness Bel Kemeri,Ağırlık antrenmanlarında bel desteği sağlayan fitness kemeri.,Spor,Fitness,Unisex,Bel Kemeri,"bel destekli,dayanıklı,fitness","fitness kemeri,ağırlık,bel destek,spor","{""kullanim"":[""ağırlık antrenmanı""],""ozellik"":[""bel destekli"",""dayanıklı"",""fitness""]}",599
El Bilek Ağırlığı 1 kg,Yürüyüş ve egzersizlerde ekstra direnç sağlayan bilek ağırlığı.,Spor,Fitness,Unisex,Bilek Ağırlığı,"1 kg,ayarlanabilir,kompakt","bilek ağırlığı,fitness,yürüyüş,egzersiz","{""kullanim"":[""yürüyüş"",""fitness""],""agirlik"":[""1 kg""],""ozellik"":[""ayarlanabilir"",""kompakt"",""ekstra direnç""]}",299
Spor Havlusu Mikrofiber Plus,Antrenman sırasında hızlı kuruyan hafif mikrofiber spor havlusu.,Spor,Aksesuar,Unisex,Spor Havlusu,"mikrofiber,hızlı kuruyan,hafif","spor havlusu,mikrofiber,gym,antrenman","{""kullanim"":[""spor salonu"",""antrenman""],""malzeme"":[""mikrofiber""],""ozellik"":[""hızlı kuruyan"",""hafif"",""kompakt""]}",199
